topic,JOIN THE DISCUSSION BELOW: Land use and conservation in the San Juan Islands
url,https://pol.is/2rumnecbeh
views,408
voters,407
voters-in-conv,407
commenters,109
comments,293
groups,2
conversation-description,"This is a community discussion on issues related to the Land Bank and how they could adapt to best address the community's interests. Your voice is needed to help them fulfill their stated mission and serve our community. Please join the effort below to inform what the community wants for this area, now and for future generations. 

My name is Kaj Litch, and I am running this as part of an internship through Spring Street International School. 

You may vote on as many questions as you like, any contribution is meaningful. If you return to the discussion, new statements will be available for your input."
